conA_rep1.sam	conA_rep2.sam	conB_rep1.sam	conB_rep2.sam
YLL009C	23	39	10	14
YLL008W	54	33	119	171
YLL007C	20	10	20	20
YLL006W-A	0	0	0	0
YLL006W	76	35	30	33
YLL005C	57	33	31	44
YLL004W	14	5	17	25
YLL003W	62	36	39	61
YLL002W	19	14	19	22
YLL001W	192	146	99	97
YLR001C	108	95	69	82
YLR002C	26	16	39	62
YLR003C	12	27	31	56
YLR004C	16	8	6	4
YLR005W	95	82	45	77
YLR006C	77	119	83	137
YLR007W	36	14	17	31
YLR008C	19	17	29	31
YLR009W	18	20	47	97
YLR010C	16	5	4	9
YNCL0002C	0	0	0	0
YLR011W	22	14	11	8
YLR012C	0	0	0	0
YLR013W	1	0	0	0
YLR014C	20	6	11	16
YLR015W	45	18	19	21
YLR016C	22	13	16	16
YLR017W	32	34	51	98
YLR018C	28	41	44	51
YLR019W	69	58	59	59
YLR020C	48	48	59	88
YLR021W	23	12	13	14
YLR022C	34	18	38	50
YLR023C	120	135	109	135
YLR024C	97	80	51	68
YLR025W	133	127	108	135
YLR026C	37	41	36	44
YLR027C	348	656	200	305
YNCL0003W	4	9	8	20
YLR028C	485	381	263	371
YLR029C	774	1238	2133	3261
YLR030W	15	7	7	11
YLR031W	13	4	5	10
YLR032W	52	38	32	51
YLR033W	50	52	48	74
YLR034C	69	85	53	81
YLR035C	46	35	24	24
YNCL0004C	0	0	0	0
YLR035C-A	77	196	84	112
YLR036C	2	3	2	4
YLR037C	6	5	2	6
YLR038C	104	125	95	108
YLR039C	65	51	48	72
YLR040C	12	11	7	11
YLR042C	5	7	4	2
YLR043C	148	169	105	154
YLR044C	3741	11715	7534	10965
YLR045C	131	71	87	93
YLR046C	13	9	6	20
YLR047C	36	20	22	49
YLR048W	255	515	873	1383
YLR049C	32	52	35	51
YLR050C	54	57	58	62
YLR051C	13	7	13	24
YLR052W	31	25	22	31
YLR053C	15	11	2	7
YLR054C	5	8	4	7
YLR055C	55	37	47	73
YLR056W	247	296	310	458
YLR057W	36	37	49	69
YLR058C	847	1203	977	1115
YLR059C	42	31	34	54
YLR060W	199	278	280	436
YLR061W	156	370	719	1122
YLR063W	7	2	3	5
YLR064W	70	75	62	81
YLR065C	24	27	38	57
YLR066W	43	46	33	55
YLR067C	31	24	26	36
YLR068W	9	4	11	24
YLR069C	150	163	71	96
YLR070C	50	36	18	14
YLR071C	66	97	71	120
YLR072W	80	72	54	49
YLR073C	3	3	1	7
YLR074C	41	33	61	108
YLR075W	1163	1895	2773	4048
YLR077W	55	52	43	50
YLR078C	69	52	37	57
YLR079W	96	75	58	88
YLR080W	56	43	12	17
YLR081W	10	10	8	7
YLR082C	34	30	22	24
YLR083C	103	84	98	149
YLR084C	24	30	25	40
YLR085C	54	35	33	56
YLR086W	100	56	59	102
YLR087C	96	53	46	68
YLR088W	42	41	45	71
YLR089C	309	642	503	645
YLR090W	101	89	73	89
YLR091W	18	13	19	16
YLR092W	112	32	22	28
YLR093C	133	113	78	87
YLR094C	38	32	32	49
YLR095C	91	70	68	112
YLR096W	63	66	69	95
YLR097C	69	40	32	36
YLR098C	39	32	16	24
YLR099C	23	24	15	19
YLR099W-A	21	18	17	16
YLR100W	164	169	133	166
YLR102C	51	29	30	32
YLR103C	27	10	21	33
YLR104W	17	20	12	26
YLR105C	22	23	20	27
YNCL0005C	0	0	0	1
YLR106C	197	203	302	458
YLR107W	35	34	20	42
YNCL0006W	0	0	0	0
YLR108C	29	28	38	30
YLR109W	1561	1411	640	759
YLR110C	3711	3670	3304	4305
YLR111W	3	1	0	1
YLR112W	18	9	5	9
YLR113W	168	199	185	222
YNCL0007W	0	0	0	0
YLR114C	97	117	90	130
YLR115W	72	61	50	91
YLR116W	57	32	28	30
YLR117C	81	61	38	69
YLR118C	65	59	37	48
YLR119W	29	20	10	22
YLR120C	92	134	89	116
YLR121C	52	59	39	61
YLR122C	6	1	4	2
YLR125W	13	3	8	5
YLR126C	33	22	19	26
YLR127C	39	33	17	29
YLR128W	27	17	13	9
YLR129W	28	27	62	89
YLR130C	73	69	66	101
YLR131C	86	59	67	64
YLR132C	23	25	18	27
YLR133W	123	91	68	96
YLR134W	35	8	14	26
YLR135W	28	25	20	26
YLR136C	1	8	3	4
YLR137W	21	15	14	31
YLR138W	169	185	150	205
YLR139C	28	27	22	28
YLR141W	24	20	20	26
YLR142W	203	225	57	55
YNCL0008W	0	0	0	0
YLR143W	31	21	31	37
YLR144C	62	46	42	59
YLR145W	14	12	10	9
YLR146C	15	13	20	23
YLR146W-A	2	3	2	2
YLR147C	19	14	14	26
YLR148W	61	78	42	64
YLR149C	293	243	106	125
YLR150W	410	1139	1699	2507
YLR151C	54	40	31	37
YLR152C	83	68	51	57
YLR153C	583	795	577	721
YLR154C	11	15	12	18
YNCL0009C	0	0	0	0
YNCL0010C	0	0	0	0
YNCL0011C	0	0	0	0
YNCL0012C	0	0	0	0
YLR154W-C	0	0	0	0
YNCL0013C	0	0	0	0
YNCL0014C	0	0	0	0
YNCL0015C	0	0	0	0
YNCL0016C	0	0	0	0
YNCL0017C	0	0	0	0
YNCL0018W	14	11	6	5
YNCL0020C	0	0	0	0
YNCL0019C	0	0	0	0
YNCL0021C	0	0	0	0
YLR154C-G	0	0	0	0
YNCL0022C	0	0	0	0
YNCL0023C	0	0	0	0
YNCL0024C	0	0	0	0
YNCL0025C	0	0	0	0
YNCL0026C	0	0	0	0
YNCL0027W	1	0	0	0
YLR154C-H	1	0	0	0
YLR155C	64	62	54	53
YLR156W	5	0	0	0
YNCL0028W	0	0	0	0
YLR156C-A	0	0	0	0
YLR157C	68	55	48	46
YLR157W-D	3	0	2	2
YLR157C-B	161	421	163	241
YLR157C-A	0	0	0	0
YLR157W-E	1	0	3	1
YNCL0029W	0	0	0	0
YLR157C-C	0	0	0	0
YLR158C	85	70	52	53
YLR159W	3	0	1	0
YNCL0030W	0	0	0	0
YLR159C-A	0	0	1	0
YLR160C	60	72	37	59
YLR161W	4	0	2	1
YNCL0031W	1	3	3	1
YLR162W	8	9	11	10
YLR162W-A	22	38	18	25
YLR163C	123	106	53	77
YLR164W	11	5	4	9
YLR165C	12	11	12	16
YLR166C	80	56	44	77
YLR167W	843	1746	2807	4194
YLR168C	153	111	89	107
YLR170C	32	51	43	40
YLR172C	80	94	95	146
YLR173W	54	39	35	46
YLR174W	166	29	18	17
YLR175W	89	180	281	514
YLR176C	43	29	26	53
YLR177W	321	296	212	226
YLR178C	562	335	85	94
YLR179C	109	78	48	87
YLR180W	327	153	61	86
YLR181C	76	69	44	68
YLR182W	92	68	70	86
YLR183C	37	27	31	30
YLR185W	133	308	504	686
YLR186W	22	18	56	102
YLR187W	39	29	36	50
YLR188W	83	67	46	97
YLR189C	264	136	81	117
YLR190W	105	98	79	110
YLR191W	25	26	24	31
YLR192C	150	274	238	318
YLR193C	57	52	33	40
YLR194C	36	94	78	86
YLR195C	78	64	51	79
YLR196W	39	55	91	190
YLR197W	87	195	334	559
YLR199C	56	55	50	54
YLR200W	22	25	31	32
YLR201C	76	48	43	49
YLR203C	168	139	88	118
YLR204W	29	45	26	33
YLR205C	117	116	149	166
YLR206W	303	237	162	221
YLR207W	71	79	69	96
YLR208W	144	182	150	183
YLR209C	73	69	38	64
YLR210W	27	14	27	29
YLR211C	14	16	5	7
YLR212C	30	30	35	50
YLR213C	5	4	6	5
YLR214W	30	21	12	24
YLR215C	10	21	16	27
YLR216C	340	329	160	261
YLR218C	25	33	14	18
YLR219W	241	132	113	139
YLR220W	185	141	111	158
YLR221C	25	21	38	53
YLR222C	9	17	33	85
YLR223C	48	33	40	73
YLR224W	83	55	54	101
YLR225C	87	105	83	93
YLR226W	17	14	18	19
YLR227C	25	10	16	17
YNCL0032C	0	0	0	0
YLR227W-B	185	470	218	296
YLR227W-A	0	0	0	0
YLR228C	64	72	55	59
YLR229C	119	121	96	139
YNCL0033C	0	0	0	0
YLR231C	58	151	47	104
YLR233C	21	18	11	17
YLR234W	23	10	8	16
YLR236C	4	2	3	2
YLR237W	38	21	24	45
YLR238W	37	38	26	35
YLR239C	41	32	25	40
YLR240W	79	94	69	87
YLR241W	162	168	77	138
YLR242C	15	15	14	14
YLR243W	17	22	25	33
YLR244C	94	111	95	173
YLR245C	17	7	9	10
YLR246W	23	12	13	9
YNCL0034W	0	0	0	0
YLR247C	149	115	89	120
YLR248W	257	273	124	188
YLR249W	1141	2046	3424	5378
YLR250W	77	106	66	115
YLR251W	63	53	26	41
YLR253W	85	77	43	64
YLR254C	29	26	26	36
YLR255C	0	0	0	3
YLR256W	162	115	139	176
YLR256W-A	44	107	56	63
YNCL0035C	0	0	0	0
YLR257W	408	919	551	670
YLR258W	763	693	276	320
YLR259C	1389	1431	684	1024
YLR260W	62	65	60	80
YLR261C	0	0	0	0
YLR262C	22	15	9	19
YLR262C-A	62	101	76	112
YLR263W	19	7	16	22
YLR264W	54	66	138	221
YLR264C-A	48	63	128	190
YLR265C	28	7	10	26
YLR266C	52	25	40	46
YLR267W	25	16	17	23
YLR268W	81	57	58	72
YLR270W	258	212	106	127
YLR271W	38	31	19	29
YLR272C	61	42	41	66
YNCL0036C	0	0	0	0
YLR273C	34	24	14	18
YLR274W	37	67	68	103
YLR275W	9	12	18	15
YLR276C	48	37	59	105
YLR277C	34	45	40	75
YLR278C	86	72	56	87
YLR281C	20	18	14	9
YLR283W	25	30	13	33
YLR284C	16	15	10	14
YLR285W	18	28	26	48
YLR285C-A	16	33	26	28
YLR286C	637	836	565	821
YLR287C	19	25	26	56
YLR287C-A	166	290	403	630
YLR288C	30	20	17	42
YLR289W	37	30	17	31
YLR290C	54	52	25	32
YLR291C	66	72	97	140
YLR292C	31	36	31	54
YLR293C	246	350	389	598
YLR295C	201	207	124	177
YLR296W	3	0	0	1
YLR297W	35	20	21	27
YLR298C	34	22	23	46
YLR299W	209	155	68	98
YLR300W	141	284	200	293
YLR301W	130	133	86	125
YNCL0037W	0	0	0	0
YLR302C	0	0	0	0
YLR303W	997	81	21	23
YNCL0038W	0	0	0	0
YLR304C	2168	1213	745	825
YLR305C	122	86	106	146
YLR306W	15	14	17	17
YLR307W	0	2	1	0
YLR307C-A	1	0	3	0
YLR308W	1	0	1	1
YLR309C	186	161	136	192
YLR310C	166	138	127	151
YLR312C	62	28	18	26
YLR312W-A	41	36	23	35
YLR313C	11	13	14	11
YLR314C	261	192	163	239
YLR315W	8	2	4	4
YLR316C	25	21	25	39
YLR318W	18	7	6	10
YLR319C	53	58	47	69
YLR320W	24	19	22	25
YLR321C	35	34	23	42
YLR323C	17	12	8	10
YLR324W	118	115	43	76
YLR325C	127	269	463	623
YLR326W	40	31	23	37
YLR327C	722	664	243	219
YNCL0039W	0	1	0	0
YLR328W	51	85	83	82
YLR329W	6	7	5	6
YLR330W	324	298	244	320
YLR331C	0	0	0	0
YLR332W	80	67	71	92
YNCL0040W	0	0	0	0
YNCL0041C	0	2	2	2
YNCL0042C	3	1	2	3
YNCL0043C	1	2	2	3
YLR333C	75	216	316	515
YNCL0044W	0	0	0	0
YLR335W	175	158	141	219
YLR336C	31	26	33	68
YLR337C	155	151	115	130
YLR340W	819	1864	2895	4369
YLR341W	4	2	2	7
YLR342W	705	683	743	1072
YLR342W-A	14	8	5	11
YLR343W	5	2	0	12
YNCL0045W	0	0	0	0
YLR344W	106	254	372	530
YLR345W	230	183	109	124
YLR346C	5	3	2	0
YLR347C	113	91	78	124
YLR348C	63	65	42	60
YLR350W	102	109	71	92
YLR351C	117	106	71	98
YLR352W	57	47	44	56
YLR353W	34	20	25	34
YLR354C	637	593	342	519
YLR355C	263	1083	753	1076
YLR356W	67	58	20	17
YLR357W	38	42	41	56
YLR358C	1	0	0	0
YLR359W	431	1073	715	978
YLR360W	57	42	31	42
YLR361C	56	22	26	32
YLR361C-A	27	34	15	22
YLR362W	58	43	34	48
YLR363C	29	15	32	26
YLR363W-A	3	7	10	15
YLR364W	25	1	6	3
YLR365W	0	0	0	0
YLR367W	23	137	184	311
YNCL0046W	1	2	2	5
YLR368W	35	25	25	35
YLR369W	63	75	46	73
YLR370C	102	118	66	78
YLR371W	105	74	68	84
YLR372W	94	99	137	265
YLR373C	90	50	41	62
YLR375W	100	61	49	85
YLR376C	19	12	10	19
YLR377C	18	4	6	12
YNCL0047W	0	0	0	0
YLR378C	237	226	219	262
YLR379W-A	0	0	0	0
YLR380W	67	66	34	89
YLR381W	29	12	17	17
YLR382C	84	81	43	62
YLR383W	67	35	45	50
YLR384C	124	100	117	180
YLR385C	0	0	1	2
YLR386W	91	65	33	59
YLR387C	128	98	89	123
YLR388W	63	113	189	275
YNCL0048W	0	0	0	1
YLR389C	77	96	109	138
YLR390W	11	18	13	11
YLR390W-A	444	398	312	443
YLR392C	57	52	47	51
YLR393W	25	14	17	21
YLR394W	47	34	21	32
YLR395C	131	121	112	119
YLR396C	54	32	28	58
YLR397C	29	26	36	47
YLR398C	103	92	85	93
YLR399C	241	278	204	293
YLR401C	29	30	57	101
YLR403W	92	94	68	118
YLR404W	10	13	12	27
YLR405W	17	23	42	65
YLR406C	81	136	259	387
YLR406C-A	1	0	0	0
YLR407W	6	8	10	27
YLR408C	8	7	8	7
YLR409C	31	24	56	142
YLR410W	138	121	134	177
YLR410W-B	41	62	31	54
YLR410W-A	0	0	0	0
YLR411W	20	12	4	4
YLR412W	25	31	29	66
YLR412C-A	0	0	0	1
YLR413W	11	10	25	28
YLR414C	65	128	106	116
YLR415C	2	0	1	1
YLR417W	42	43	37	50
YLR418C	55	69	54	71
YLR419W	46	39	52	59
YNCL0049C	0	0	0	0
YLR420W	92	112	105	137
YLR421C	98	105	68	88
YLR422W	129	105	101	112
YLR423C	30	22	15	14
YLR424W	24	23	12	26
YNCL0050C	0	0	0	0
YLR425W	67	37	36	68
YLR426W	17	20	18	31
YLR427W	63	70	42	68
YLR429W	205	256	186	255
YLR430W	114	107	126	172
YLR431C	40	23	22	25
YLR432W	96	324	233	291
YLR433C	45	52	47	59
YLR435W	2	8	15	27
YLR436C	159	119	117	145
YLR437C	16	24	11	22
YLR438W	76	340	82	114
YLR438C-A	49	46	31	52
YLR439W	70	62	39	57
YLR440C	69	44	44	81
YLR441C	421	845	1344	1941
YLR442C	56	50	51	67
YLR443W	29	26	28	51
YLR445W	0	0	2	0
YLR446W	46	34	27	49
YLR447C	235	231	170	282
YLR448W	131	256	468	775
YLR449W	42	83	130	192
YLR450W	135	118	71	119
YLR451W	35	29	44	64
YLR452C	62	47	59	71
YLR453C	10	7	9	9
YLR454W	193	174	134	135
YNCL0051C	0	0	0	0
YLR455W	50	27	25	44
YLR456W	9	8	9	8
YLR457C	13	12	14	18
YLR459W	32	34	21	40
YLR460C	13	4	2	7
YLR461W	1	1	0	1
YLR462W	1	2	3	10
YLR464W	5	1	3	7
YLR466W	159	91	87	110
YLR467W	173	122	118	163
YML133C	133	77	70	92
YML132W	56	53	28	39
YML131W	158	126	40	50
YML130C	154	160	111	197
YML129C	27	29	17	22
YML128C	1053	657	219	278
YML127W	97	75	50	92
YML126C	346	387	347	464
YML125C	58	59	51	105
YML124C	184	207	164	205
YNCM0001W	2	3	6	3
YML123C	0	0	0	0
YML122C	0	0	0	0
YML121W	46	34	27	34
YML120C	869	795	450	555
YML119W	29	21	16	26
YML118W	24	14	16	4
YML117W	302	350	223	294
YML116W	24	57	44	47
YML115C	87	95	96	162
YML114C	48	48	57	64
YML113W	15	10	21	31
YML112W	26	21	15	35
YML111W	55	57	41	57
YML110C	206	177	83	131
YML109W	62	42	37	54
YML108W	8	8	19	24
YML107C	24	11	24	32
YML106W	127	143	139	245
YML105C	40	62	53	69
YML104C	60	40	31	47
YML103C	108	118	105	161
YNCM0002C	0	0	0	1
YML102W	47	28	50	46
YML101C	16	17	15	25
YML100W-A	0	0	0	0
YML100W	2702	2284	1507	1790
YML099C	51	35	42	63
YML098W	40	22	15	35
YML097C	22	36	33	35
YML096W	20	35	23	41
YML095C	13	5	6	10
YML094W	23	28	26	38
YML093W	47	39	82	148
YML092C	250	223	110	167
YML091C	560	475	371	419
YNCM0003W	0	0	0	0
YML088W	36	72	42	69
YML087C	27	19	10	11
YML086C	135	164	113	171
YML085C	486	321	243	351
YML083C	8	2	2	8
YML082W	16	24	19	46
YML081C-A	86	103	48	63
YML081W	70	49	75	101
YML080W	10	7	7	27
YML079W	52	42	37	55
YML078W	197	188	140	179
YML077W	20	18	10	28
YML076C	25	41	29	41
YML075C	347	352	461	651
YML074C	206	346	287	433
YML073C	236	482	741	1127
YML072C	508	436	341	468
YML071C	53	62	46	90
YNCM0004C	0	0	0	0
YML070W	230	217	101	145
YML069W	164	160	87	167
YML068W	34	29	20	25
YML067C	71	53	44	100
YML066C	5	3	5	5
YML065W	93	41	46	82
YML064C	26	22	27	28
YML063W	574	1085	1843	2875
YML062C	47	43	47	81
YML061C	46	32	36	54
YML060W	6	12	16	27
YML059C	51	43	74	112
YML058W-A	3	1	0	1
YML058W	176	146	137	196
YML057W	187	172	133	196
YML056C	36	47	93	185
YNCM0005C	0	0	0	0
YML055W	24	42	20	45
YML054C	1074	666	661	762
YML054C-A	4	0	0	2
YNCM0006W	0	0	0	0
YML053C	29	28	33	18
YML052W	180	116	116	160
YML051W	53	46	44	58
YML050W	22	18	6	7
YML049C	107	113	81	107
YML048W	314	299	193	267
YML047C	0	0	0	0
YML046W	29	23	24	48
YNCM0007C	0	0	0	0
YML045W	144	329	143	225
YML045W-A	0	0	0	0
YML043C	4	2	5	7
YML042W	112	73	25	33
YML041C	31	15	8	21
YNCM0008C	0	0	0	0
YML039W	169	359	149	234
YML040W	0	0	0	0
YML038C	34	29	35	41
YML037C	4	3	7	5
YML036W	14	20	17	23
YML035C	149	127	96	122
YML034W	196	129	98	105
YML032C	86	82	61	68
YML031W	76	78	64	94
YML030W	65	79	34	40
YML029W	71	56	67	56
YML028W	921	1006	494	633
YML027W	14	6	3	9
YML026C	157	473	673	1115
YML025C	63	68	41	44
YML024W	231	489	729	1129
YML023C	29	16	31	40
YML022W	27	44	76	115
YML021C	20	28	17	29
YML020W	35	49	40	61
YML019W	27	34	28	52
YML018C	21	18	26	36
YML017W	56	69	50	80
YML016C	98	77	92	120
YML015C	25	22	17	27
YML014W	21	34	24	36
YML013W	127	116	67	86
YML012W	248	259	207	242
YML011C	15	15	12	29
YML010W	169	239	170	203
YML009C	16	33	12	21
YML008C	419	557	470	559
YML007C-A	0	1	1	1
YML007W	269	206	109	216
YML006C	39	35	23	36
YNCM0009C	0	0	0	0
YML005W	40	37	17	46
YML004C	361	272	151	201
YML003W	8	13	6	12
YML002W	47	30	30	41
YML001W	91	97	67	99
YMR001C	48	24	37	41
YMR001C-A	1	1	0	2
YMR002W	282	192	133	201
YMR003W	27	7	8	10
YMR004W	94	85	71	78
YMR005W	73	72	57	104
YMR006C	73	27	31	52
YMR007W	3	2	5	6
YMR008C	211	305	147	223
YMR008C-A	3	1	5	6
YMR009W	110	46	39	49
YMR010W	44	39	43	56
YMR011W	2877	2879	2468	2701
YNCM0010W	0	0	0	0
YMR012W	259	376	278	355
YMR013C	20	22	29	44
YNCM0011W	1	1	2	3
YNCM0012W	2	0	1	2
YNCM0013W	1	3	1	1
YNCM0014W	0	0	0	1
YNCM0015W	1	0	1	0
YNCM0016W	0	0	0	0
YNCM0017W	0	1	0	0
YMR014W	20	18	36	75
YMR015C	227	208	241	322
YMR016C	54	83	58	79
YMR017W	4	3	2	4
YMR018W	2	1	1	4
YMR019W	70	38	37	61
YMR020W	62	54	31	42
YMR021C	23	18	17	28
YMR022W	50	55	33	52
YMR023C	32	11	20	17
YNCM0018C	0	0	0	0
YMR024W	59	76	39	50
YMR025W	18	13	9	15
YMR026C	47	41	29	52
YMR027W	161	174	91	132
YMR028W	32	40	19	42
YMR029C	114	83	65	105
YMR030W	38	24	19	20
YMR031C	756	630	409	504
YMR032W	45	56	41	67
YMR030W-A	0	0	2	1
YMR033W	56	46	47	67
YMR034C	12	8	4	17
YMR035W	14	14	22	20
YMR036C	42	31	14	29
YMR037C	52	56	57	103
YMR038C	68	85	66	100
YMR039C	91	111	71	115
YMR040W	14	5	6	6
YMR041C	44	37	21	45
YNCM0019W	0	0	0	0
YMR042W	19	11	11	21
YMR043W	80	71	71	93
YMR044W	53	70	59	81
YMR045C	90	225	97	163
YMR046C	0	0	0	0
YNCM0020W	1	0	0	0
YMR047C	165	149	132	177
YMR048W	20	13	23	25
YMR049C	32	57	117	163
YNCM0021C	0	0	1	0
YMR050C	156	299	142	204
YMR051C	0	0	0	0
YNCM0022C	0	0	0	0
YMR052W	10	12	14	14
YMR053C	47	43	26	25
YMR054W	200	161	117	165
YMR055C	17	5	5	10
YMR056C	21	12	10	14
YMR058W	167	311	452	604
YMR059W	7	6	7	17
YMR060C	40	32	35	33
YMR061W	46	59	51	107
YMR062C	54	439	27	41
YMR063W	14	9	5	9
YMR064W	79	41	38	42
YMR065W	13	5	12	12
YMR066W	36	21	27	21
YMR067C	54	54	41	60
YMR068W	38	20	20	26
YMR069W	4	1	1	10
YMR070W	63	37	92	134
YMR071C	81	86	59	69
YMR072W	185	146	110	115
YMR073C	32	26	19	29
YMR074C	63	65	68	111
YMR075W	25	25	26	39
YMR075C-A	1	0	0	1
YMR076C	65	54	44	56
YNCM0023C	0	0	0	0
YMR077C	24	25	25	35
YMR078C	54	35	30	51
YMR079W	95	70	54	95
YMR080C	109	125	101	168
YMR081C	237	208	144	177
YMR082C	0	0	0	0
YMR083W	506	799	385	526
YMR084W	16	18	11	15
YMR085W	48	37	33	29
YMR086W	193	191	131	132
YMR087W	56	21	14	34
YMR088C	109	64	44	65
YMR089C	195	207	111	168
YMR090W	211	108	43	69
YMR091C	69	64	54	95
YMR092C	242	273	160	177
YMR093W	19	11	17	40
YMR094W	14	28	2	9
YMR095C	11	87	4	6
YMR096W	38	1178	17	30
YMR097C	43	106	39	37
YMR098C	66	60	32	43
YNCM0024W	0	0	0	0
YMR099C	144	144	89	145
YMR100W	48	30	21	42
YMR101C	3	1	3	3
YMR102C	55	63	58	106
YMR103C	54	53	45	61
YMR104C	198	180	194	241
YMR105C	2258	2137	1073	1297
YMR105W-A	3	0	1	0
YMR106C	17	12	17	17
YNCM0025C	0	0	0	0
YMR107W	24	11	3	3
YMR108W	264	1027	358	582
YMR109W	215	177	162	187
YMR110C	303	247	150	173
YMR111C	22	21	19	40
YMR112C	9	12	9	13
YMR113W	22	30	22	44
YMR114C	79	54	38	47
YMR115W	80	67	49	87
YMR116C	358	1539	2558	3767
YNCM0026C	1	0	0	2
YMR117C	16	9	9	19
YMR118C	12	5	2	15
YNCM0027W	0	0	0	0
YMR119W	89	102	61	92
YMR120C	600	1443	1053	1236
YMR121C	80	118	160	232
YMR122C	5	0	4	11
YMR122W-A	128	339	225	286
YMR123W	26	26	34	48
YMR124W	99	75	68	115
YMR125W	113	128	147	176
YMR126C	17	14	9	18
YMR127C	26	11	12	23
YMR128W	36	31	51	110
YMR129W	81	76	78	99
YMR130W	37	43	29	42
YMR131C	43	87	125	228
YMR132C	13	6	12	19
YMR133W	31	21	9	19
YMR134W	55	40	47	68
YMR135C	143	99	105	118
YMR136W	60	43	78	63
YMR137C	45	20	10	33
YMR138W	6	11	8	15
YMR139W	158	134	100	91
YMR140W	78	80	60	76
YMR141C	14	15	12	27
YMR142C	296	603	1006	1549
YMR143W	234	548	783	1311
YMR144W	38	14	20	21
YMR145C	926	735	683	960
YMR146C	185	251	255	376
YMR147W	16	19	19	25
YMR148W	0	0	0	0
YMR149W	76	94	84	106
YMR150C	42	32	19	36
YMR152W	100	104	56	67
YMR153W	64	64	42	66
YMR154C	42	30	28	41
YMR155W	85	49	29	52
YMR156C	14	20	4	8
YMR157C	31	26	14	26
YMR158W	29	25	20	21
YNCM0028C	0	0	0	0
YMR158C-A	3	4	1	5
YMR159C	8	2	4	3
YMR160W	63	80	49	47
YMR161W	49	39	45	52
YMR162C	115	93	75	91
YMR163C	27	20	18	18
YNCM0029C	0	0	0	0
YMR164C	44	27	35	36
YMR165C	134	112	64	94
YMR166C	49	32	28	31
YMR167W	54	47	39	61
YMR168C	43	24	26	41
YMR169C	189	121	46	51
YMR170C	110	49	21	43
YMR171C	75	55	44	72
YMR172W	37	39	30	62
YMR173W	681	527	150	162
YMR174C	39	27	11	13
YMR175W	6	3	0	1
YMR175W-A	2	0	0	2
YMR176W	84	68	55	75
YMR177W	9	6	12	29
YMR178W	82	76	36	78
YMR179W	13	9	15	30
YMR180C	24	15	21	22
YMR181C	79	45	35	38
YMR182C	60	31	15	35
YMR182W-A	2	1	2	1
YNCM0030W	2	9	5	7
YMR183C	99	121	92	137
YMR184W	30	37	14	32
YMR185W	26	8	20	33
YMR186W	1824	2002	1091	1730
YMR187C	20	11	8	17
YMR188C	64	62	40	37
YMR189W	442	445	345	347
YMR190C	58	52	37	48
YMR191W	123	79	58	100
YMR192W	38	32	38	65
YMR193W	43	39	25	45
YMR194W	66	115	240	392
YNCM0031W	7	14	7	12
YMR194C-B	12	10	4	7
YMR195W	22	32	52	64
YMR196W	1018	722	306	291
YMR197C	97	75	57	60
YMR198W	52	29	34	44
YMR199W	42	31	31	54
YMR200W	83	106	66	107
YMR201C	60	30	34	45
YNCM0032C	1	0	1	0
YMR202W	214	303	286	427
YMR203W	208	236	144	182
YMR204C	15	11	12	19
YMR205C	548	827	567	758
YMR206W	60	89	16	16
YMR207C	75	62	57	86
YMR208W	117	164	107	155
YMR209C	28	32	35	55
YMR210W	91	91	62	85
YMR211W	22	17	20	25
YMR212C	53	67	73	109
YMR213W	44	40	36	47
YMR214W	45	62	56	82
YMR215W	159	80	65	98
YMR216C	94	61	64	88
YMR217W	138	275	361	572
YMR218C	60	50	55	88
YMR219W	167	112	89	108
YMR220W	118	107	143	209
YMR221C	62	69	60	90
YMR222C	23	20	36	33
YMR223W	25	16	24	33
YMR224C	43	39	14	41
YMR225C	16	32	10	9
YMR226C	364	266	169	217
YMR227C	58	42	41	53
YMR228W	26	18	16	24
YMR229C	49	99	153	271
YMR230W	99	243	356	594
YMR230W-A	2	0	2	2
YMR231W	62	65	52	87
YMR232W	8	5	3	1
YMR233W	12	18	11	23
YMR234W	34	24	19	29
YMR235C	150	143	152	244
YMR236W	41	41	54	68
YMR237W	165	147	104	135
YMR238W	88	102	77	117
YNCM0033C	0	0	1	0
YMR239C	8	9	18	38
YMR240C	27	22	25	39
YMR241W	120	115	112	168
YMR242C	219	478	791	1267
YMR242W-A	0	0	0	0
YMR243C	157	147	184	305
YMR244W	0	0	0	0
YMR244C-A	52	25	18	27
YMR246W	175	214	162	245
YNCM0034C	17	40	31	38
YMR247C	77	81	72	116
YNCM0035C	1	0	0	0
YMR247W-A	3	1	2	0
YMR250W	585	559	206	287
YMR251W	3	5	5	3
YMR251W-A	751	926	434	497
YMR252C	26	13	12	20
YMR253C	35	26	20	40
YMR254C	0	1	2	4
YMR255W	90	62	41	71
YMR256C	119	134	92	89
YMR257C	22	25	22	25
YMR258C	93	108	51	85
YMR259C	44	26	47	76
YMR260C	154	234	299	490
YMR261C	496	473	306	384
YMR262W	81	57	38	59
YMR263W	33	19	16	22
YMR264W	68	71	48	75
YMR265C	54	36	34	54
YMR266W	263	177	206	326
YMR267W	69	61	34	46
YMR268C	14	4	12	17
YMR269W	9	6	22	22
YMR270C	22	22	22	33
YMR271C	58	31	12	16
YNCM0036C	0	0	0	0
YMR272C	142	126	132	174
YMR272W-B	1	0	0	1
YMR273C	85	76	64	82
YMR274C	13	7	9	12
YMR275C	108	92	85	100
YMR276W	336	378	179	257
YMR277W	84	74	97	128
YMR278W	118	90	54	75
YMR279C	36	25	16	17
YMR280C	191	99	70	69
YMR281W	39	41	28	44
